 language, time
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C++,0.000
C++,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C++,0.000
C,0.000
C,0.000
C,0.000
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C++,0.004
C++,0.004
C,0.004
C,0.004
C++,0.004
C++,0.004
