ranking, submission_id, language, time, submission_date,
1543,56033926,C++,100,8/30/16, 7:20:29 AM
1544,39986001,C++,100,8/30/16, 2:48:46 PM
1545,35968032,C++,104,10/7/12, 1:45:30 PM
1546,10895316,C++,104,10/11/12, 2:08:47 AM
1547,20992803,C++,104,10/21/12, 9:24:13 PM
1548,74117250,C++,104,11/26/12, 6:42:05 PM
1549,22077970,C++,104,4/24/13, 4:03:24 PM
1550,93804269,C++,104,6/13/13, 8:11:19 PM
1551,88338529,C++,104,6/23/13, 2:19:48 PM
1552,51045570,C++,104,10/12/13, 12:48:48 AM
1553,27365628,C++,104,1/2/14, 3:44:43 AM
1554,67182629,C++,104,2/20/14, 1:12:15 AM
1555,26039722,Java,104,3/23/14, 10:45:31 PM
1556,59557253,C++,104,5/10/14, 6:00:34 PM
1557,23671786,C++,104,5/28/14, 12:49:02 PM
1558,31245635,C++,104,6/1/14, 10:59:22 PM
1559,42775695,C++,104,7/22/14, 5:40:14 AM
1560,26109675,C++,104,8/15/14, 2:57:33 PM
1561,21404742,C++,104,8/29/14, 5:13:37 PM
1562,61567913,C++,104,9/22/14, 6:38:29 PM
1563,90017402,C++,104,10/26/14, 2:10:29 AM
1564,49810795,C++,104,11/6/14, 6:37:29 PM
1565,6663358,C++,104,11/11/14, 12:25:25 AM
1566,40140493,C++,104,11/16/14, 8:29:41 PM
1567,5567291,C++,104,11/19/14, 10:54:38 AM
1568,9070142,C++,104,11/24/14, 4:08:01 PM
1569,88090136,C++,104,12/13/14, 2:20:06 AM
1570,85876725,C++,104,1/4/15, 2:22:29 PM
1571,7273088,C++,104,1/13/15, 1:43:56 AM
1572,683193,C++,104,1/15/15, 10:35:58 AM
1573,47104202,C++,104,1/28/15, 5:19:16 PM
1574,87383918,C++,104,3/7/15, 2:52:45 PM
1575,69668177,C++,104,4/5/15, 3:45:33 AM
1576,11569495,C++,104,6/14/15, 10:56:42 PM
1577,30742761,C++,104,8/1/15, 6:19:05 PM
1578,52777672,C++,104,8/29/15, 12:55:03 AM
1579,40809634,C++,104,9/9/15, 10:20:13 PM
1580,141163,C++,104,10/15/15, 11:27:32 AM
1581,12891891,C++,104,10/29/15, 6:51:01 PM
1582,87964363,C++,104,2/1/16, 5:19:47 PM
1583,35630832,C++,104,2/5/16, 10:37:17 PM
1584,16793166,Python,104,2/9/16, 11:58:46 PM
1585,90541520,C++,104,3/21/16, 7:19:52 AM
1586,67825648,C++,104,4/21/16, 9:37:03 AM
1587,3532157,C++,104,5/12/16, 6:20:55 PM
1588,43685199,C++,104,5/18/16, 12:40:49 PM
1589,88530419,C++,104,5/26/16, 5:20:18 AM
1590,6020282,C++,104,6/6/16, 1:00:31 AM
1591,17735687,C++,104,6/30/16, 2:44:04 AM
1592,41656170,C++,104,7/20/16, 1:47:20 AM
1593,12607559,C++,104,7/28/16, 4:03:59 PM
1594,61681348,C++,104,8/12/16, 1:52:21 PM
1595,95581329,C++,108,10/9/12, 9:35:35 PM
1596,99899738,C++,108,10/11/12, 1:37:10 PM
1597,570253,C++,108,6/3/13, 5:24:46 AM
1598,98859080,C++,108,9/27/13, 8:02:59 PM
1599,90304746,C++,108,11/21/13, 3:19:14 AM
1600,37179264,C++,108,3/6/14, 6:30:30 PM
1601,73678711,C++,108,5/28/14, 11:13:31 AM
1602,48593713,C++,108,7/24/14, 1:08:32 AM
1603,18025401,C++,108,7/24/14, 5:27:09 AM
1604,37889211,C++,108,11/12/14, 10:49:30 AM
1605,93791532,C++,108,12/5/14, 12:06:00 PM
1606,56120926,C++,108,12/11/14, 6:20:20 PM
1607,17739168,C++,108,1/19/15, 9:08:53 AM
1608,8248333,C++,108,1/19/15, 11:41:52 PM
1609,23455459,Python,108,4/11/15, 12:09:29 PM
1610,12600058,C++,108,5/18/15, 5:37:24 PM
1611,12967559,C++,108,6/10/15, 11:56:52 PM
1612,64662403,C++,108,9/22/15, 4:50:25 PM
1613,18132540,C++,108,11/1/15, 11:11:40 PM
1614,19237572,C++,108,12/28/15, 6:38:19 PM
1615,22211943,C++,108,1/26/16, 6:31:13 AM
1616,22275420,C++,108,2/15/16, 2:01:44 PM
1617,49376810,C++,108,4/12/16, 5:18:38 AM
1618,54283772,C++,108,5/8/16, 1:46:52 AM
1619,76268139,C++,108,6/1/16, 1:49:13 AM
1620,254290,C++,108,6/8/16, 4:28:58 AM
1621,82085699,C++,108,7/2/16, 5:23:50 AM
1622,45301317,Java,112,3/28/13, 12:09:57 PM
1623,93669234,C++,112,6/14/13, 1:07:01 PM
1624,13784060,C++,112,6/25/13, 9:08:52 PM
1625,13697072,C++,112,8/24/13, 11:43:46 PM
1626,49819751,C++,112,10/30/13, 2:24:20 PM
1627,827698,C++,112,2/27/14, 8:34:48 AM
1628,53998794,C++,112,4/8/14, 9:34:03 PM
1629,11343588,C++,112,6/1/14, 11:22:11 PM
1630,49760507,C++,112,8/14/14, 1:14:08 PM
1631,90507601,C++,112,8/15/14, 2:55:50 PM
1632,32186383,C++,112,11/25/14, 7:28:44 PM
1633,5742098,C++,112,11/28/14, 7:45:26 AM
1634,27801955,C++,112,7/29/15, 10:57:35 PM
1635,37340365,C++,112,8/16/15, 3:41:46 PM
1636,57901656,Python,112,8/29/15, 7:11:09 PM
1637,42751698,C++,112,10/6/15, 6:00:12 PM
1638,78263434,C++,112,10/7/15, 11:58:44 AM
1639,5479518,C++,112,12/9/15, 9:19:20 AM
1640,24338350,C++,112,12/12/15, 2:58:40 PM
1641,42048786,C++,112,1/11/16, 12:29:15 PM
1642,61596686,C++,112,3/7/16, 11:49:47 AM
1643,863447,Java,112,3/28/16, 10:35:49 PM
1644,24751248,Java,112,3/28/16, 11:05:19 PM
1645,38778755,C++,112,4/7/16, 6:23:38 PM
1646,81290462,C++,112,6/2/16, 4:27:56 AM
1647,60083711,Python,112,8/2/16, 2:43:50 PM
1648,15544111,Java,116,3/14/13, 12:13:55 AM
1649,52269246,C++,116,6/10/13, 7:31:44 PM
1650,34968650,C++,116,9/12/13, 11:43:01 AM
1651,1203783,C++,116,10/8/13, 6:10:39 PM
1652,70418780,C++,116,2/19/14, 6:37:31 AM
1653,6887676,C++,116,2/27/14, 8:34:48 AM
1654,3062034,C++,116,3/11/14, 8:59:22 PM
1655,63610818,C++,116,4/27/14, 10:02:40 AM
1656,11076167,C++,116,5/4/14, 6:21:12 PM
1657,35206928,C++,116,6/16/14, 2:37:13 AM
1658,89641899,C++,116,11/16/14, 6:07:07 PM
1659,25398111,Java,116,12/5/14, 11:07:01 PM
1660,51726284,C++,116,12/18/14, 5:30:13 PM
1661,37181701,C++,116,2/4/15, 7:16:19 PM
1662,96203811,C++,116,3/12/15, 3:50:29 PM
1663,10537117,C++,116,5/3/15, 7:41:54 PM
1664,58783015,C++,116,5/4/15, 7:02:22 AM
1665,62789923,C++,116,5/30/15, 10:12:30 PM
1666,44199224,C++,116,6/14/15, 9:05:24 PM
1667,1834303,C++,116,6/14/15, 10:57:54 PM
1668,67718423,C++,116,8/18/15, 4:25:50 PM
1669,64355286,C++,116,8/21/15, 12:12:10 PM
1670,753061,C++,116,8/27/15, 10:22:44 PM
1671,24309030,C++,116,10/7/15, 1:17:06 AM
1672,29181697,C++,116,10/12/15, 2:37:31 PM
1673,4818688,C++,116,10/20/15, 12:35:34 PM
1674,50503773,C++,116,11/3/15, 9:05:55 PM
1675,49821187,C++,116,12/11/15, 6:16:48 PM
1676,38923710,C++,116,12/13/15, 1:10:01 AM
1677,29750575,C++,116,12/15/15, 2:41:50 PM
1678,9414931,C++,116,12/23/15, 11:37:58 AM
1679,58818028,Python,116,1/19/16, 8:54:07 PM
1680,72754925,C++,116,1/21/16, 1:43:18 PM
1681,332850,C++,116,1/21/16, 9:01:26 PM
1682,61909860,C++,116,1/30/16, 7:18:43 AM
1683,14987932,C++,116,2/22/16, 7:29:45 PM
1684,70520718,Java,116,6/11/16, 2:09:39 AM
1685,49314278,C++,116,6/23/16, 9:49:27 PM
1686,93082780,C++,116,6/24/16, 2:06:32 PM
1687,2485402,C++,120,11/21/12, 11:48:29 PM
1688,51361063,C++,120,5/21/14, 6:41:53 PM
1689,18304353,C++,120,7/20/14, 1:36:40 PM
1690,28243353,Java,120,8/12/14, 7:26:10 AM
1691,57494444,Java,120,8/13/14, 7:24:07 PM
1692,76860644,C++,120,9/10/14, 1:47:56 PM
1693,83549598,Python,120,1/29/15, 12:45:28 PM
1694,33756059,C++,120,4/10/15, 10:55:05 AM
1695,72442686,C++,120,7/17/15, 1:27:50 PM
1696,48391676,C++,120,8/20/15, 1:28:13 PM
1697,90272635,C++,120,9/30/15, 11:29:58 AM
1698,30992924,C++,120,10/29/15, 6:16:16 PM
1699,2286020,C++,120,11/11/15, 9:39:33 AM
1700,38111079,C++,120,11/24/15, 3:52:04 PM
1701,94046618,C++,120,11/24/15, 4:52:10 PM
1702,40317989,C++,120,12/7/15, 11:16:00 AM
1703,96733204,C++,120,12/14/15, 11:45:43 AM
1704,87634905,C++,120,12/14/15, 2:40:35 PM
1705,64409266,C++,120,12/16/15, 7:55:11 PM
1706,95948439,C++,120,12/21/15, 3:46:46 PM
1707,46896067,C++,120,1/13/16, 11:46:23 AM
1708,4088407,C++,120,1/22/16, 4:30:43 PM
1709,34318228,C++,120,2/12/16, 3:55:20 AM
1710,7014436,C++,120,2/22/16, 12:48:52 PM
1711,76108476,C++,120,2/26/16, 11:06:28 PM
1712,44725485,C++,120,4/13/16, 7:17:42 PM
1713,71953120,C++,120,5/22/16, 1:58:22 AM
1714,51349660,C++,120,6/4/16, 11:04:27 PM
1715,31513103,C++,124,11/21/12, 1:50:32 PM
1716,47078479,C++,124,8/18/13, 9:27:26 PM
1717,37299572,C++,124,3/19/14, 5:57:14 PM
1718,13915228,C++,124,10/5/14, 9:10:57 AM
1719,90367005,C++,124,4/26/15, 6:46:02 PM
1720,64227929,C++,124,4/29/15, 1:57:08 PM
1721,11521138,C++,124,6/13/15, 3:08:04 PM
1722,41213603,Java,124,7/5/15, 3:19:43 PM
1723,83834949,Python,124,7/8/15, 1:38:10 PM
1724,32638038,C++,124,7/29/15, 10:57:07 AM
1725,5188241,C++,124,8/21/15, 9:43:28 AM
1726,35762662,C++,124,8/22/15, 1:12:11 PM
1727,25050616,C++,124,9/15/15, 7:59:00 PM
1728,82254875,C++,124,10/17/15, 2:14:29 PM
1729,8265841,C++,124,10/29/15, 5:01:08 PM
1730,94708104,C++,124,11/17/15, 4:23:16 AM
1731,18177070,C++,124,11/18/15, 2:40:20 AM
1732,89903586,C++,124,11/21/15, 10:39:12 AM
1733,11158302,C++,124,11/24/15, 4:50:50 PM
1734,43877996,C++,124,12/7/15, 11:16:38 AM
1735,92828984,C++,124,12/19/15, 3:12:59 AM
1736,34725882,C++,124,12/30/15, 11:56:32 AM
1737,68717424,C++,124,1/15/16, 9:33:13 AM
1738,50446653,C++,124,3/29/16, 3:16:53 PM
1739,54558793,C++,124,4/1/16, 3:27:37 AM
1740,1205715,C++,124,4/6/16, 2:19:38 AM
1741,19599027,C++,124,4/9/16, 8:21:30 PM
1742,82959276,C++,128,8/28/13, 12:41:20 AM
1743,16029714,C++,128,8/30/13, 10:08:40 PM
1744,52129854,C++,128,2/7/14, 4:15:36 PM
1745,71723765,Java,128,11/13/14, 10:04:09 PM
1746,54656908,C++,128,11/23/14, 5:36:39 PM
1747,17366694,C++,128,3/28/15, 11:48:21 AM
1748,1864629,C++,128,5/15/15, 4:02:03 AM
1749,29343387,Python,128,8/3/15, 12:12:48 PM
1750,84068416,C++,128,9/1/15, 5:49:19 AM
1751,9472873,C++,128,10/7/15, 11:42:56 AM
1752,56158215,C++,128,3/1/16, 5:52:16 AM
1753,89948903,C++,128,3/14/16, 7:52:13 PM
1754,13413172,C++,128,3/31/16, 4:25:28 AM
1755,33459917,C++,128,5/10/16, 6:11:10 AM
1756,90865265,C++,128,7/9/16, 2:54:03 AM
1757,74697258,C++,128,8/8/16, 6:54:10 PM
1758,67306273,C++,128,8/19/16, 9:37:05 PM
1759,86157023,Java,132,12/19/12, 4:37:29 PM
1760,97746534,C++,132,8/15/13, 5:05:44 PM
1761,92737711,C++,132,9/9/13, 12:01:39 AM
1762,74083138,C++,132,5/30/14, 8:33:47 AM
1763,93950699,C++,132,7/7/14, 8:50:33 AM
1764,36128134,C++,132,11/6/14, 12:06:40 PM
1765,7822364,Python,132,1/13/15, 5:43:12 PM
1766,65094757,C++,132,2/9/15, 10:37:15 AM
1767,91416670,C++,132,5/24/15, 7:39:02 PM
1768,41053871,C++,132,9/1/15, 12:18:20 AM
1769,98536675,C++,132,10/27/15, 3:36:15 PM
1770,15895118,C++,132,11/14/15, 10:37:11 PM
1771,56008835,C++,132,2/2/16, 4:37:59 AM
1772,3989010,C++,132,3/25/16, 11:27:39 PM
1773,50485831,Java,132,5/14/16, 5:10:29 AM
1774,26378514,C++,132,6/3/16, 8:55:40 AM
1775,59993047,C++,132,7/3/16, 4:48:32 AM
1776,23216793,C++,132,7/9/16, 2:55:03 AM
1777,83038388,C++,136,10/9/12, 9:59:35 PM
1778,33580618,C++,136,10/29/12, 9:47:20 PM
1779,11038432,C++,136,11/7/12, 2:21:39 PM
1780,3644156,C++,136,11/20/12, 10:15:07 PM
1781,23424355,C++,136,11/24/12, 2:01:27 PM
1782,82602413,C++,136,11/26/12, 4:17:05 PM
1783,81328281,C++,136,11/27/12, 10:42:56 PM
1784,95722771,C++,136,12/6/12, 11:26:03 AM
1785,84295965,C++,136,12/24/12, 11:09:38 PM
1786,47057907,C++,136,9/10/14, 8:31:16 PM
1787,15433927,C++,136,1/26/15, 9:49:11 PM
1788,3446689,C++,136,4/23/15, 5:51:30 PM
1789,69876860,C++,136,5/4/15, 6:54:50 AM
1790,78360960,C++,136,5/17/15, 3:31:11 PM
1791,31581863,C++,136,6/8/15, 11:50:44 AM
1792,80722609,C++,136,6/14/15, 9:27:17 PM
1793,97677187,C++,136,7/28/15, 5:54:54 PM
1794,73197673,C++,136,9/29/15, 8:18:24 PM
1795,47478165,Python,136,11/26/15, 12:11:21 PM
1796,98677767,C++,136,12/11/15, 1:55:38 PM
1797,78337628,C++,136,1/17/16, 1:55:25 PM
1798,26640268,C++,136,5/3/16, 5:14:24 PM
1799,23435729,C++,136,5/7/16, 7:43:58 PM
1800,27694715,C++,136,5/22/16, 1:48:41 AM
1801,58660223,C++,136,8/16/16, 6:03:05 PM
1802,82405797,C++,140,10/9/12, 10:02:43 PM
1803,75257261,C++,140,3/17/14, 2:07:24 PM
1804,77572206,C++,140,3/19/14, 12:22:14 PM
1805,76376542,C++,140,5/5/14, 12:35:16 AM
1806,10403469,C++,140,7/2/14, 6:36:02 PM
1807,25613665,Java,140,7/10/14, 4:58:08 PM
1808,28865993,C++,140,8/11/14, 12:22:36 PM
1809,75688179,C++,140,8/22/14, 5:23:51 PM
1810,10298994,C++,140,8/30/14, 5:59:23 PM
1811,51935552,C++,140,10/1/14, 2:24:56 PM
1812,13397729,C++,140,11/6/14, 6:52:54 PM
1813,78722572,C++,140,1/3/15, 5:55:57 AM
1814,2921175,C++,140,1/23/15, 1:33:31 PM
1815,21361406,C++,140,1/27/15, 7:50:53 AM
1816,88025107,Python,140,3/13/15, 4:15:34 AM
1817,90305438,C++,140,4/20/15, 11:57:43 AM
1818,90987139,C++,140,6/11/15, 11:25:18 AM
1819,83769328,C++,140,9/10/15, 10:41:43 PM
1820,3229434,Python,140,10/8/15, 9:04:49 PM
1821,4818893,Python,140,1/18/16, 6:07:39 PM
1822,84876107,Python,140,3/11/16, 12:27:59 PM
1823,26892456,C++,140,3/17/16, 6:10:14 PM
1824,68743652,C++,140,3/25/16, 10:18:27 PM
1825,82147838,Java,140,3/28/16, 11:05:35 PM
1826,75842046,Python,140,4/14/16, 12:53:19 PM
1827,50748632,C++,140,5/13/16, 4:46:39 AM
1828,65401275,C++,140,6/7/16, 4:45:44 PM
1829,7379300,C++,144,11/6/12, 9:27:13 PM
1830,56969828,Java,144,12/13/13, 1:47:59 PM
1831,27716624,C++,144,5/4/14, 11:04:31 PM
1832,58345258,C++,144,5/28/14, 7:07:09 PM
1833,35985605,C++,144,7/21/14, 10:55:58 PM
1834,8151599,C++,144,10/6/14, 11:33:20 AM
1835,71123397,C++,144,11/6/14, 8:29:26 PM
1836,69309678,C++,144,11/13/14, 9:55:43 PM
1837,22145310,C++,144,11/25/14, 10:58:40 PM
1838,9789645,C++,144,2/24/15, 2:48:13 PM
1839,28161514,C++,144,3/29/15, 9:05:55 PM
1840,49758842,C++,144,6/8/15, 9:45:58 AM
1841,79227542,C++,144,6/11/15, 11:27:04 AM
1842,94859947,C++,144,6/11/15, 10:45:21 PM
1843,38293338,C++,144,6/14/15, 10:57:34 PM
1844,35019414,C++,144,6/19/15, 11:31:03 AM
1845,96185551,C++,144,7/17/15, 7:55:53 PM
1846,10940069,Java,144,7/29/15, 1:39:32 PM
1847,18190957,C++,144,11/16/15, 6:35:43 AM
1848,5337119,C++,144,2/24/16, 1:59:15 AM
1849,23201844,C++,144,4/1/16, 3:28:41 AM
1850,22795374,C++,148,10/30/12, 6:21:30 PM
1851,4417313,C++,148,12/1/12, 10:17:00 PM
1852,84934448,C++,148,1/11/13, 11:29:01 PM
1853,53251607,C++,148,3/21/13, 1:56:25 AM
1854,77001248,C++,148,4/1/13, 2:31:11 PM
1855,56764128,C++,148,4/9/13, 12:53:16 AM
1856,3283555,C++,148,6/1/14, 8:28:59 PM
1857,95178011,C++,148,9/23/14, 2:58:06 PM
1858,51785630,Java,148,10/10/14, 8:36:22 PM
1859,62702452,C++,148,12/1/14, 11:38:40 PM
1860,25668602,C++,148,4/22/15, 6:03:54 PM
1861,70999961,C++,148,6/3/15, 1:34:47 PM
1862,89716397,C++,148,6/11/15, 11:03:40 AM
1863,46404306,C++,148,6/11/15, 8:47:34 PM
1864,51380662,C++,148,6/12/15, 6:27:08 PM
1865,34703095,C++,148,7/6/15, 7:14:45 PM
1866,72410586,C++,148,8/20/15, 9:00:42 PM
1867,62729190,C++,148,8/31/15, 1:56:05 PM
1868,46465525,C++,148,9/4/15, 5:17:03 PM
1869,76970710,Java,148,3/29/16, 2:51:52 AM
1870,18282804,C++,148,4/23/16, 5:58:11 PM
1871,51135234,C++,148,5/6/16, 7:07:18 PM
1872,88499748,C++,148,5/14/16, 2:17:18 AM
1873,60680097,C++,148,6/4/16, 2:30:34 AM
1874,34044606,C++,148,6/8/16, 11:15:01 AM
1875,50529990,C++,152,5/19/13, 9:06:47 PM
1876,36262644,C++,152,8/9/13, 3:44:10 PM
1877,24846788,C++,152,10/1/13, 7:28:09 PM
1878,23460299,C++,152,10/5/13, 4:07:05 PM
1879,60402981,C++,152,12/5/13, 9:48:56 AM
1880,19219389,C++,152,12/5/13, 9:51:37 AM
1881,83504963,C++,152,2/17/14, 8:45:01 AM
1882,63095744,C++,152,3/30/14, 6:41:02 PM
1883,90723256,C++,152,4/25/14, 11:18:50 AM
1884,45883600,C++,152,4/29/14, 1:13:57 AM
1885,61719794,C++,152,5/15/14, 2:37:30 PM
1886,57384138,C++,152,5/25/14, 3:19:53 PM
1887,74484027,C++,152,5/27/14, 10:25:34 AM
1888,31392376,C++,152,5/27/14, 9:25:35 PM
1889,71258372,C++,152,7/22/14, 5:42:22 AM
1890,25171086,C++,152,10/20/14, 9:23:53 PM
1891,94287913,Java,152,10/28/14, 11:56:14 AM
1892,65759697,C++,152,4/8/15, 4:41:00 PM
1893,94169502,C++,152,6/9/15, 9:13:27 AM
1894,1084660,C++,152,6/10/15, 7:23:07 PM
1895,78666180,C++,152,6/14/15, 1:49:52 PM
1896,93815851,C++,152,8/5/15, 8:57:50 AM
1897,3271052,C++,152,8/14/15, 4:24:46 PM
1898,61533406,C++,152,10/12/15, 6:15:09 PM
1899,19953637,C++,152,2/4/16, 6:47:32 AM
1900,70486915,C++,152,2/5/16, 1:52:53 PM
1901,42914843,C++,152,2/26/16, 6:58:48 PM
1902,5405127,C++,152,4/8/16, 3:19:53 AM
1903,14329843,Ruby,152,5/23/16, 12:36:37 AM
1904,54339729,Java,152,7/11/16, 7:00:49 PM
1905,75506394,C++,152,8/16/16, 4:24:26 AM
1906,24502607,C++,156,6/22/13, 9:17:50 PM
1907,67039991,C++,156,11/1/13, 2:47:35 PM
1908,52257028,C++,156,2/12/14, 7:50:17 AM
1909,24555045,C++,156,2/24/14, 2:14:09 PM
1910,77221551,C++,156,5/4/14, 10:09:20 PM
1911,60201057,C++,156,5/6/14, 9:51:11 PM
1912,62668277,C++,156,6/7/14, 6:56:01 PM
1913,51889274,C++,156,12/6/14, 12:32:08 PM
1914,82122853,C++,156,2/2/15, 10:08:43 PM
1915,68600983,Python,156,2/20/15, 10:08:15 PM
1916,15883842,C++,156,2/26/15, 2:57:23 AM
1917,4420133,Python 3,156,5/27/15, 4:57:01 PM
1918,74040929,Python,156,6/3/15, 6:23:32 PM
1919,98569529,C++,156,6/10/15, 8:56:10 PM
1920,34331456,C++,156,6/10/15, 9:51:46 PM
1921,74949246,C++,156,9/8/15, 2:29:40 AM
1922,93106942,C++,156,3/23/16, 8:10:50 PM
1923,96650845,C++,156,5/13/16, 3:59:52 PM
1924,26822576,C++,156,6/2/16, 3:12:18 AM
1925,72610736,Java,160,12/19/13, 9:14:00 PM
1926,45061610,C++,160,2/6/14, 11:11:38 AM
1927,43860885,C++,160,3/12/14, 8:07:57 PM
1928,20609278,C++,160,3/13/14, 12:16:22 AM
1929,76993061,Java,160,3/17/14, 6:51:45 PM
1930,58549304,C++,160,5/22/14, 8:34:57 PM
1931,13998255,C++,160,5/23/14, 2:25:44 PM
1932,93441674,C++,160,6/1/14, 3:50:34 PM
1933,56528602,C++,160,6/9/14, 9:10:53 PM
1934,2773203,C++,160,7/21/14, 8:30:08 PM
1935,38016898,Java,160,8/19/14, 2:09:47 PM
1936,57681240,C++,160,8/19/14, 2:15:53 PM
1937,92064918,C++,160,11/6/14, 5:17:54 PM
1938,51234244,C++,160,12/10/14, 2:25:13 PM
1939,21573666,C++,160,5/17/15, 9:20:18 AM
1940,1675293,C++,160,6/9/15, 10:12:58 PM
1941,55450468,C++,160,9/3/15, 1:27:36 PM
1942,17121362,Java,160,11/30/15, 10:49:12 AM
1943,79329118,C++,160,11/30/15, 4:02:27 PM
1944,17256887,Python,160,12/29/15, 11:21:59 AM
1945,74020298,Java,160,2/20/16, 2:23:40 PM
1946,51438505,Java,160,4/3/16, 2:43:23 AM
1947,52366403,C++,160,4/4/16, 6:16:42 PM
1948,21856563,C++,160,6/24/16, 10:26:04 PM
1949,55824738,Python,160,8/7/16, 10:19:55 PM
1950,18710423,C++,160,8/17/16, 10:36:40 PM
1951,81832157,C++,160,8/24/16, 1:18:37 AM
1952,72168041,C++,164,10/23/13, 11:44:34 AM
1953,11130627,C++,164,10/31/13, 2:57:17 AM
1954,51622146,C++,164,12/6/13, 6:24:44 AM
1955,84738119,C++,164,2/19/14, 6:42:58 AM
1956,61110696,C++,164,3/25/14, 12:48:26 AM
1957,31906161,C++,164,4/12/14, 6:43:20 PM
1958,26375886,C++,164,5/18/14, 7:47:08 PM
1959,88560661,C++,164,5/22/14, 1:40:49 PM
1960,25984891,C++,164,5/22/14, 8:50:56 PM
1961,46829463,C++,164,6/8/14, 10:30:59 PM
1962,74623645,C++,164,7/21/14, 8:30:50 PM
1963,65152883,Java,164,8/3/14, 9:12:44 PM
1964,81448721,C++,164,8/10/14, 5:12:52 PM
1965,35503391,C++,164,8/11/14, 11:09:16 PM
1966,55774862,C++,164,8/26/14, 4:46:45 PM
1967,56380722,C++,164,12/18/14, 3:50:58 PM
1968,91310264,C++,164,5/13/15, 2:27:55 PM
1969,64554860,C++,164,5/26/15, 3:32:58 PM
1970,8705053,C++,164,6/14/15, 5:30:59 PM
1971,89174652,C++,164,6/14/15, 10:55:56 PM
1972,32097422,C++,164,7/5/15, 2:12:55 PM
1973,74826522,Java,164,7/13/15, 12:28:36 AM
1974,67907165,C++,164,11/25/15, 2:58:55 PM
1975,36657150,C++,164,2/21/16, 8:19:33 PM
1976,63513253,Java,164,3/28/16, 9:31:36 PM
1977,24648637,Java,164,3/28/16, 10:34:28 PM
1978,89416959,C++,164,4/1/16, 2:36:31 PM
1979,28863335,C++,164,5/23/16, 1:01:37 AM
1980,93905144,C++,164,5/25/16, 4:38:59 AM
1981,12610193,C++,164,6/14/16, 1:57:37 AM
1982,61108925,C++,164,8/19/16, 1:09:40 AM
1983,51088574,C++,164,9/1/16, 9:07:46 PM
1984,91050956,C++,168,12/20/12, 9:44:04 AM
1985,4820650,C++,168,9/17/13, 9:44:36 PM
1986,61424286,C++,168,1/1/14, 7:40:21 PM
1987,80472694,C++,168,2/24/14, 4:58:43 PM
1988,59424453,C++,168,4/20/14, 12:31:34 AM
1989,94290786,C++,168,5/25/14, 3:02:51 PM
1990,97821586,C++,168,5/28/14, 12:53:55 PM
1991,43368587,C++,168,5/30/14, 7:11:12 PM
1992,24689956,C++,168,9/11/14, 3:39:32 PM
1993,59849539,C++,168,9/25/14, 10:56:25 AM
1994,58935042,C++,168,10/11/14, 9:02:10 PM
1995,68923388,C++,168,11/1/14, 5:17:41 PM
1996,96301410,C++,168,12/10/14, 2:52:58 PM
1997,84297073,C++,168,2/28/15, 1:34:52 PM
1998,9732928,C++,168,3/4/15, 10:20:38 AM
1999,56851071,C++,168,3/13/15, 10:00:13 PM
2000,70556379,Java,168,4/8/15, 6:47:45 PM
2001,56461208,C++,168,4/29/15, 1:51:34 PM
2002,42456944,C++,168,5/11/15, 10:28:25 AM
2003,39363563,C++,168,5/11/15, 2:20:01 PM
2004,41766717,C++,168,5/13/15, 2:34:14 PM
2005,20361804,C++,168,6/1/15, 3:18:07 PM
2006,52204168,C++,168,6/10/15, 10:26:47 PM
2007,89971124,C++,168,6/13/15, 4:32:46 PM
2008,29311096,C++,168,6/13/15, 5:16:58 PM
2009,68177245,C++,168,6/14/15, 11:15:35 AM
2010,68772888,C++,168,6/14/15, 10:41:43 PM
2011,24928551,C++,168,9/13/15, 11:41:13 AM
2012,9456227,C++,168,10/7/15, 4:44:51 PM
2013,87391143,Java,168,11/17/15, 8:17:29 PM
2014,28507567,C++,168,12/1/15, 7:54:56 AM
2015,18759387,C++,168,12/24/15, 1:38:38 AM
2016,51835186,C++,168,2/9/16, 6:04:36 PM
2017,3387325,C++,168,3/22/16, 6:11:11 PM
2018,35346043,C++,168,7/8/16, 5:33:14 PM
2019,48299811,Java,168,8/18/16, 8:25:10 AM
2020,69178961,C++,172,10/6/13, 11:52:55 PM
2021,48938159,C++,172,11/28/13, 9:22:25 AM
2022,93433171,C++,172,2/12/14, 7:37:04 AM
2023,47042750,C++,172,3/9/14, 6:19:48 PM
2024,50934537,C++,172,7/22/14, 3:38:10 AM
2025,36896576,C++,172,8/14/14, 11:34:38 AM
2026,3866521,C++,172,8/30/14, 1:42:48 AM
2027,78963433,Java,172,9/14/14, 3:14:31 PM
2028,47349422,C++,172,10/1/14, 4:35:58 PM
2029,13413158,C++,172,11/6/14, 10:16:24 AM
2030,27900806,Python,172,3/24/15, 5:58:45 AM
2031,78436959,C++,172,4/11/15, 7:24:57 PM
2032,52933336,Java,172,5/9/15, 7:01:25 PM
2033,52576519,C++,172,6/1/15, 3:21:24 PM
2034,47755937,C++,172,6/12/15, 5:14:10 PM
2035,72848514,C++,172,6/13/15, 4:23:08 PM
2036,43509600,C++,172,6/14/15, 2:07:08 AM
2037,8967002,C++,172,6/14/15, 4:35:36 PM
2038,7725853,C,172,6/14/15, 5:36:33 PM
2039,4202964,C++,172,6/14/15, 10:36:46 PM
2040,76639079,C++,172,7/1/15, 11:22:01 AM
2041,79702859,Java,172,8/24/15, 3:18:10 PM
