ranking, submission_id, language, time, submission_date,
1043,12491523,C,28,4/22/16, 7:43:43 PM
1044,68384571,C++,32,7/12/13, 5:46:01 PM
1045,70128875,C++,32,8/28/13, 9:34:34 AM
1046,42572082,C++,32,12/3/13, 10:45:38 PM
1047,67533941,C++,32,12/4/13, 6:42:39 PM
1048,80663636,C++,32,5/4/14, 12:20:00 AM
1049,90302199,C++,32,8/17/14, 10:09:02 AM
1050,8420289,C++,32,9/6/14, 5:31:45 PM
1051,69846609,C++,32,10/10/14, 9:43:48 AM
1052,42861717,C++,32,12/22/14, 12:59:54 AM
1053,72734840,C++,32,2/6/15, 11:51:34 AM
1054,59553279,C,32,2/12/15, 10:49:08 AM
1055,51457,C,32,3/28/15, 5:25:35 PM
1056,44878176,C++,32,6/12/15, 7:31:25 PM
1057,51820685,C++,32,6/15/15, 3:02:45 PM
1058,58523409,C++,32,9/1/15, 8:39:52 PM
1059,47009371,C,32,10/20/15, 1:00:33 PM
1060,11665572,C++,32,11/15/15, 11:51:55 AM
1061,88280859,C,32,12/8/15, 5:23:18 PM
1062,9901011,C,32,4/21/16, 2:27:15 AM
1063,9053898,C,32,5/8/16, 6:41:41 PM
1064,85385492,C,32,6/17/16, 7:49:59 PM
1065,84695443,C,32,8/5/16, 7:51:33 PM
1066,65774252,C++,32,8/26/16, 10:06:39 PM
1067,94773055,C++,32,9/2/16, 1:04:03 AM
1068,22301367,C,32,9/2/16, 1:09:04 AM
1069,2386984,C++,36,3/20/13, 1:53:19 PM
1070,71205560,C++,36,12/6/13, 11:30:12 AM
1071,32631301,C++,36,3/3/15, 5:38:12 PM
1072,1920837,C++,36,4/27/15, 10:22:56 PM
1073,57865951,C++,36,6/13/15, 7:35:48 PM
1074,13692519,C++,36,11/10/15, 4:56:25 PM
1075,25266714,C,36,11/29/15, 5:58:43 PM
1076,79665853,C++,36,8/21/16, 5:20:51 AM
1077,92140620,C++,40,8/24/13, 9:56:24 AM
1078,10759920,C++,40,8/26/13, 9:30:37 PM
1079,99830981,C++,40,12/3/13, 11:15:26 AM
1080,99623358,C++,40,11/1/14, 6:56:20 PM
1081,70877268,C++,40,2/6/15, 11:50:49 AM
1082,82964257,C++,40,3/3/15, 6:40:29 PM
1083,63319418,C++,40,4/17/15, 4:20:40 PM
1084,79894351,C++,40,6/13/15, 1:48:08 PM
1085,28064966,C,40,9/18/15, 5:09:10 PM
1086,92530972,C++,40,12/2/15, 9:44:52 AM
1087,57486641,C++,44,11/13/12, 7:49:53 PM
1088,95851252,C++,44,11/4/14, 5:46:39 PM
1089,10671571,C++,44,12/5/14, 1:28:07 PM
1090,14966037,C++,44,1/3/15, 10:23:37 PM
1091,148429,C++,44,1/20/15, 7:35:36 PM
1092,25860138,C++,44,6/14/15, 8:45:43 PM
1093,39213419,C++,44,9/5/15, 3:38:27 PM
1094,44827332,C,44,10/12/15, 4:06:36 PM
1095,32995296,C,44,10/28/15, 11:55:08 AM
1096,69727203,C++,44,4/5/16, 6:05:15 PM
1097,12514147,C++,44,8/3/16, 7:15:21 PM
1098,643874,C++,44,8/26/16, 4:43:06 PM
1099,64641874,C,44,8/28/16, 3:49:17 AM
1100,71331596,C++,48,1/9/13, 12:26:10 AM
1101,49603597,C++,48,9/29/13, 6:40:29 PM
1102,59132731,C++,48,7/28/14, 3:33:25 PM
1103,53870420,C,48,2/9/15, 11:09:55 AM
1104,11421044,C++,48,5/21/15, 10:30:06 AM
1105,83696774,C,48,12/13/15, 10:59:46 PM
1106,8617805,C++,48,8/23/16, 12:17:54 AM
1107,1393444,C++,52,4/27/13, 10:35:25 PM
1108,56499379,C,52,2/14/15, 8:15:27 PM
1109,33234417,Python,52,7/29/15, 6:34:52 PM
1110,34629148,C++,52,6/17/16, 4:13:28 PM
1111,70520756,C++,56,12/26/13, 5:23:15 PM
1112,32237832,C++,56,7/11/14, 9:26:28 AM
1113,91146199,Python,56,6/5/15, 9:12:07 PM
1114,47779513,Python,56,7/11/15, 1:42:42 PM
1115,5805594,C++,56,7/23/15, 2:12:04 AM
1116,58868211,Python,56,7/29/15, 7:36:30 PM
1117,98574505,Python,56,4/14/16, 2:32:52 AM
1118,29808604,C++,60,6/30/13, 2:04:59 PM
1119,78259325,C++,60,7/31/14, 7:07:01 AM
1120,13922871,C++,60,12/4/14, 5:03:19 PM
1121,73053995,Python,60,3/19/15, 2:22:50 AM
1122,58958187,C++,60,5/2/15, 12:22:19 AM
1123,43184836,Python,60,8/19/15, 6:40:48 PM
1124,13829885,C++,60,12/11/15, 12:31:18 PM
1125,14075442,C++,60,12/15/15, 3:25:00 PM
1126,76031982,Python,60,3/24/16, 1:35:21 AM
1127,81242442,C,60,5/8/16, 10:37:22 PM
1128,91871224,C++,60,8/21/16, 3:11:20 AM
1129,46531660,C++,64,10/8/12, 9:41:27 PM
1130,38447187,Java,64,6/18/13, 8:27:08 PM
1131,11848121,C++,64,9/19/13, 6:17:44 PM
1132,8957384,C++,64,7/10/14, 9:50:29 PM
1133,99892372,C++,64,10/3/14, 9:37:48 AM
1134,48664189,Java,64,2/10/15, 4:13:27 AM
1135,42578255,C,64,10/14/15, 5:36:12 PM
1136,28603906,Python,64,11/8/15, 4:48:29 PM
1137,96984174,Java,64,4/26/16, 11:09:52 AM
1138,57754656,C++,68,5/4/13, 4:25:14 PM
1139,79389588,C++,68,1/13/14, 10:33:38 AM
1140,71758352,C++,68,2/2/14, 2:37:09 PM
1141,8931437,C++,68,11/2/14, 6:16:54 PM
1142,80660323,Python,68,7/13/15, 3:58:58 PM
1143,18823384,Java,68,7/26/15, 5:44:12 PM
1144,88044904,Python,68,7/26/15, 6:40:15 PM
1145,63925806,C++,68,12/10/15, 2:16:46 AM
1146,34429380,C++,68,12/10/15, 5:48:38 PM
1147,65775402,C++,68,12/12/15, 8:12:03 PM
1148,53956347,Python,68,2/24/16, 2:32:19 AM
1149,75559837,C++,68,3/3/16, 4:28:40 PM
1150,99010413,Python,68,3/16/16, 2:15:33 PM
1151,24883324,Python,68,4/15/16, 1:07:19 AM
1152,59261349,Python,68,5/5/16, 3:38:48 AM
1153,67363109,C++,68,8/17/16, 11:44:03 PM
1154,94022166,Java,72,1/2/14, 4:02:03 PM
1155,16934500,C++,72,7/10/14, 10:26:14 PM
1156,34688593,C++,72,4/5/15, 6:12:13 PM
1157,75010486,Java,72,4/18/15, 2:57:29 PM
1158,36325053,Python,72,4/28/15, 2:34:10 AM
1159,94914395,C++,72,6/7/15, 12:21:39 PM
1160,38480829,Python,72,4/1/16, 8:20:46 PM
1161,2610200,Python,72,5/22/16, 1:04:56 AM
1162,2114020,C++,72,5/29/16, 1:13:01 AM
1163,38538558,Java,76,12/21/13, 12:11:29 PM
1164,11362823,Java,76,5/1/14, 8:53:39 PM
1165,77669788,C,76,6/9/15, 11:35:44 PM
1166,21203266,C++,76,7/21/15, 1:04:44 AM
1167,33712302,C++,76,10/20/15, 1:16:08 AM
1168,35254304,C++,76,12/17/15, 11:08:17 PM
1169,46442247,C++,76,1/10/16, 11:46:23 AM
1170,37400294,Python,76,4/26/16, 7:35:24 AM
1171,90800255,C,76,6/11/16, 4:15:57 AM
1172,89611185,C++,80,12/2/12, 5:19:06 PM
1173,14369506,Java,80,12/19/12, 6:28:21 PM
1174,80415558,C++,80,4/25/13, 2:07:56 PM
1175,97467197,C++,80,6/11/13, 5:37:58 PM
1176,83754403,C++,80,6/16/13, 11:06:53 AM
1177,48153316,C++,80,9/18/13, 9:40:01 PM
1178,4521710,C++,80,10/7/13, 10:11:12 PM
1179,64117409,C++,80,1/21/14, 9:19:27 PM
1180,64114958,C++,80,3/9/14, 9:41:18 PM
1181,4787476,Java,80,3/13/14, 2:30:16 AM
1182,84086662,C++,80,3/16/14, 3:04:13 PM
1183,36508861,C++,80,5/5/14, 9:46:40 AM
1184,6219102,C++,80,5/22/14, 3:11:38 PM
1185,62986900,C++,80,5/23/14, 8:20:30 AM
1186,3971898,Java,80,8/7/14, 9:20:08 PM
1187,37672471,Java,80,9/3/14, 10:19:15 PM
1188,2992014,C++,80,2/18/15, 4:15:17 PM
1189,83059056,Python,80,5/26/15, 3:15:29 PM
1190,81734922,C++,80,6/9/15, 11:11:58 PM
1191,66216084,C++,80,6/11/15, 2:10:08 PM
1192,91065163,C++,80,6/13/15, 5:48:31 PM
1193,74341891,C++,80,6/13/15, 11:34:22 PM
1194,95576113,C++,80,6/14/15, 4:35:38 PM
1195,58146968,C++,80,6/14/15, 8:19:53 PM
1196,65804077,C++,80,6/15/15, 2:07:42 PM
1197,68506813,Python,80,1/8/16, 8:32:52 PM
1198,92991201,C++,80,4/13/16, 12:45:33 AM
1199,50978118,C++,80,6/15/16, 2:38:04 AM
1200,21648411,C++,84,10/7/12, 10:42:17 PM
1201,4071638,C++,84,4/4/13, 2:09:07 AM
1202,95815290,C++,84,4/29/13, 10:55:46 PM
1203,54340863,C++,84,6/16/13, 9:04:37 AM
1204,4885325,C++,84,7/31/13, 3:32:05 AM
1205,93141665,C++,84,8/5/13, 4:34:42 PM
1206,92472695,C++,84,8/6/13, 11:16:09 PM
1207,594052,C++,84,8/24/13, 1:07:58 AM
1208,83685330,C++,84,10/9/13, 2:43:04 AM
1209,65701675,C++,84,10/12/13, 4:35:38 AM
1210,23347707,C++,84,10/26/13, 5:02:17 PM
1211,92515768,C++,84,12/26/13, 8:23:13 PM
1212,97851581,C++,84,12/28/13, 7:32:04 PM
1213,51826228,C++,84,2/10/14, 10:25:55 AM
1214,1106541,C++,84,2/14/14, 4:29:28 PM
1215,43082093,C++,84,2/17/14, 8:46:25 AM
1216,92774427,C++,84,2/19/14, 6:45:31 AM
1217,33462407,C++,84,2/27/14, 1:01:41 PM
1218,34212854,C++,84,4/13/14, 9:40:50 AM
1219,48187807,C++,84,4/22/14, 12:48:02 PM
1220,19071556,C++,84,4/26/14, 8:36:12 PM
1221,94761704,C++,84,5/4/14, 11:32:42 AM
1222,71662026,C++,84,5/4/14, 6:43:35 PM
1223,23861274,C++,84,5/4/14, 7:21:22 PM
1224,87274994,C++,84,6/6/14, 11:28:54 AM
1225,67510442,C++,84,6/9/14, 7:01:21 PM
1226,57205068,C++,84,8/15/14, 4:25:25 PM
1227,79602870,Python,84,1/19/15, 5:52:33 PM
1228,84331214,Python,84,4/26/15, 8:49:47 PM
1229,360590,C++,84,5/15/15, 8:55:37 PM
1230,71774402,C++,84,6/7/15, 1:00:51 PM
1231,13226405,C++,84,6/10/15, 11:36:40 PM
1232,47853016,C++,84,6/13/15, 3:43:59 PM
1233,99356596,C++,84,7/6/15, 11:25:47 PM
1234,32159102,Python,84,7/13/15, 3:11:02 PM
1235,72795811,C++,84,8/2/15, 4:50:24 PM
1236,25516957,C++,84,8/14/15, 3:59:48 AM
1237,47474046,C++,84,9/1/15, 8:54:42 PM
1238,41003626,Python,84,5/21/16, 11:02:27 PM
1239,77227357,C++,84,7/5/16, 1:53:10 PM
1240,72520340,C++,84,7/16/16, 6:04:49 PM
1241,92900110,C++,84,8/3/16, 11:10:05 PM
1242,45632466,C++,84,8/26/16, 7:31:16 AM
1243,58595800,C++,84,9/2/16, 9:25:13 PM
1244,34059809,C++,88,10/7/12, 10:44:07 PM
1245,52918547,C++,88,10/9/12, 9:34:29 PM
1246,41068950,C++,88,10/9/12, 9:41:42 PM
1247,30343334,C++,88,11/14/12, 1:33:33 AM
1248,59022574,C++,88,3/20/13, 3:53:37 PM
1249,7126957,C++,88,5/20/13, 8:37:40 AM
1250,38183278,C++,88,5/30/13, 1:42:38 PM
1251,68086429,C++,88,6/7/13, 12:02:33 AM
1252,24548962,C++,88,7/8/13, 1:58:56 PM
1253,32300444,C++,88,8/23/13, 3:53:20 PM
1254,27963479,C++,88,8/24/13, 9:02:33 AM
1255,21083693,Java,88,8/26/13, 9:19:39 AM
1256,36529524,C++,88,9/22/13, 11:18:36 AM
1257,24709359,C++,88,9/27/13, 5:42:23 PM
1258,31744284,C++,88,10/8/13, 12:33:07 PM
1259,76224965,C++,88,10/10/13, 10:22:10 PM
1260,47613274,C++,88,10/12/13, 1:34:41 AM
1261,83500151,C++,88,11/12/13, 5:10:41 AM
1262,49668897,C++,88,12/1/13, 5:56:56 PM
1263,7776713,C++,88,2/16/14, 12:19:26 PM
1264,51711024,C++,88,2/27/14, 9:26:10 AM
1265,83299563,C++,88,3/8/14, 7:44:13 AM
1266,19371546,C++,88,3/11/14, 10:35:26 PM
1267,92082734,C++,88,3/16/14, 9:03:08 PM
1268,80231327,C++,88,3/22/14, 11:58:58 AM
1269,1785160,C++,88,4/3/14, 10:04:06 AM
1270,61240365,C++,88,4/3/14, 1:34:42 PM
1271,21846466,C++,88,4/22/14, 12:18:07 AM
1272,68638473,C++,88,5/2/14, 4:19:20 PM
1273,52130589,C++,88,5/30/14, 7:08:06 AM
1274,79489402,C++,88,6/1/14, 9:31:37 PM
1275,99392487,C++,88,6/2/14, 3:30:19 PM
1276,17880642,C++,88,6/10/14, 8:44:55 AM
1277,88287084,C++,88,8/9/14, 9:37:39 PM
1278,99332388,Java,88,9/3/14, 11:48:13 AM
1279,82274117,C++,88,9/23/14, 10:55:13 PM
1280,7754493,C++,88,10/7/14, 2:52:06 AM
1281,97490065,C++,88,2/19/15, 2:52:51 PM
1282,79874944,C++,88,3/31/15, 4:57:00 AM
1283,67031114,C++,88,6/12/15, 9:16:24 PM
1284,60975666,C++,88,6/12/15, 10:18:46 PM
1285,32419169,C++,88,6/12/15, 10:41:10 PM
1286,62273595,C++,88,6/13/15, 8:37:05 PM
1287,94084896,C++,88,6/14/15, 3:37:29 PM
1288,38249481,C++,88,6/14/15, 6:46:49 PM
1289,80307127,C++,88,6/14/15, 10:50:40 PM
1290,30713213,C++,88,6/25/15, 10:43:16 AM
1291,89086489,C++,88,8/1/15, 6:24:15 PM
1292,53905024,C++,88,8/11/15, 5:11:14 AM
1293,56584253,Python,88,8/19/15, 2:04:28 AM
1294,96297484,C++,88,8/31/15, 10:04:48 PM
1295,27893351,C++,88,9/4/15, 11:05:12 PM
1296,8199943,Python,88,10/8/15, 10:54:19 PM
1297,73626710,C++,88,12/2/15, 4:11:06 PM
1298,60224598,C++,88,2/22/16, 6:20:34 PM
1299,14764764,C++,88,7/9/16, 7:29:21 PM
1300,88236447,C++,88,7/13/16, 3:59:08 AM
1301,39742213,C++,88,7/17/16, 7:42:18 AM
1302,26673106,C++,88,7/18/16, 9:09:57 PM
1303,86097240,C,88,7/28/16, 5:02:12 PM
1304,66669195,C++,92,10/11/12, 12:10:54 AM
1305,89560535,C++,92,10/11/12, 8:06:23 AM
1306,49442863,C++,92,10/19/12, 12:01:42 PM
1307,93957703,C++,92,10/20/12, 6:31:03 PM
1308,62005953,C++,92,10/22/12, 9:52:18 PM
1309,6916206,C++,92,2/8/13, 12:53:52 PM
1310,85813223,C++,92,3/16/13, 3:50:37 PM
1311,89186870,Java,92,4/4/13, 6:28:01 PM
1312,21740018,C++,92,5/28/13, 2:16:09 AM
1313,23024698,C++,92,6/15/13, 10:58:12 PM
1314,44303648,C++,92,7/28/13, 9:31:59 PM
1315,40160747,Java,92,8/1/13, 4:40:58 PM
1316,88176982,C++,92,9/25/13, 10:59:04 AM
1317,4877149,Java,92,10/14/13, 6:45:30 PM
1318,41665892,C++,92,12/6/13, 7:42:40 PM
1319,46216279,C++,92,1/17/14, 5:40:41 PM
1320,98412664,C++,92,2/10/14, 10:25:32 AM
1321,56705430,C++,92,2/17/14, 8:47:50 AM
1322,60173867,C++,92,2/19/14, 6:39:20 AM
1323,85711369,C++,92,2/19/14, 7:58:39 AM
1324,34611963,C++,92,2/27/14, 9:19:12 AM
1325,48838659,C++,92,3/11/14, 10:35:11 PM
1326,12027149,C++,92,3/16/14, 8:41:35 PM
1327,67101582,C++,92,3/24/14, 10:30:37 PM
1328,59981761,C++,92,4/25/14, 5:53:20 PM
1329,51060369,C++,92,5/28/14, 8:24:14 PM
1330,65277953,C++,92,5/28/14, 9:17:24 PM
1331,826559,C++,92,6/2/14, 3:30:55 PM
1332,19117232,C++,92,6/20/14, 1:19:15 AM
1333,4272254,C++,92,6/26/14, 7:50:04 AM
1334,50634626,C++,92,7/28/14, 3:25:18 PM
1335,48951693,C++,92,9/4/14, 2:41:39 PM
1336,18984501,C++,92,9/14/14, 3:42:04 PM
1337,62793990,C++,92,10/12/14, 4:08:00 AM
1338,57819234,C++,92,11/22/14, 1:17:24 AM
1339,42480847,C++,92,11/30/14, 10:34:11 PM
1340,32739304,C++,92,1/21/15, 6:02:18 PM
1341,39395743,C++,92,2/24/15, 2:46:39 PM
1342,78509928,C++,92,4/3/15, 4:21:14 AM
1343,33943580,Java,92,4/12/15, 11:37:23 PM
1344,38909443,C++,92,4/27/15, 11:08:46 PM
1345,30467416,C++,92,5/11/15, 11:36:35 AM
1346,13031477,Java,92,5/26/15, 12:07:18 PM
1347,96311623,C++,92,5/27/15, 1:57:55 PM
1348,975331,C++,92,6/11/15, 11:07:57 PM
1349,74963815,C++,92,6/12/15, 12:42:26 PM
1350,25178835,C++,92,6/12/15, 9:13:05 PM
1351,20460884,C++,92,6/12/15, 9:51:15 PM
1352,41030667,C++,92,6/13/15, 10:23:54 AM
1353,8321247,C++,92,6/14/15, 1:00:04 PM
1354,37260975,C++,92,6/14/15, 5:25:43 PM
1355,13688628,C++,92,6/16/15, 7:53:36 PM
1356,24297079,C++,92,7/1/15, 10:36:14 AM
1357,68742033,C++,92,7/1/15, 4:51:46 PM
1358,48809137,C++,92,7/6/15, 3:09:11 PM
1359,87258838,C++,92,7/10/15, 5:14:37 AM
1360,9493833,C++,92,7/15/15, 2:01:10 PM
1361,36455476,C++,92,7/18/15, 4:06:20 AM
1362,78260359,C++,92,7/23/15, 10:53:36 AM
1363,91043242,C++,92,8/18/15, 9:40:20 PM
1364,5015936,C++,92,9/2/15, 1:02:15 PM
1365,34207465,C++,92,9/4/15, 10:04:14 PM
1366,4243340,C++,92,9/15/15, 4:29:14 PM
1367,73843340,C++,92,1/10/16, 6:10:30 PM
1368,94575172,C++,92,2/21/16, 2:53:56 AM
1369,73699981,C++,92,2/28/16, 4:24:59 PM
1370,35707862,C++,92,3/24/16, 4:05:16 PM
1371,19414200,C++,92,3/25/16, 12:02:11 AM
1372,67578928,C++,92,7/13/16, 3:57:36 AM
1373,8267684,C++,92,7/30/16, 3:50:36 PM
1374,8667991,C++,92,8/15/16, 3:10:53 PM
1375,73767019,C++,96,10/10/12, 1:23:49 PM
1376,19379745,C++,96,10/15/12, 4:21:28 PM
1377,78951844,C++,96,10/18/12, 8:30:39 PM
1378,69539649,C++,96,3/26/13, 6:56:33 PM
1379,40681036,C++,96,4/6/13, 11:47:02 AM
1380,14802702,C++,96,5/9/13, 10:00:18 PM
1381,99121837,C++,96,6/20/13, 10:42:53 AM
1382,89141451,C++,96,7/1/13, 11:45:54 AM
1383,91517363,C++,96,7/17/13, 12:06:23 PM
1384,13066352,C++,96,8/27/13, 8:58:38 PM
1385,79593391,C++,96,10/2/13, 2:16:51 PM
1386,48085426,Java,96,11/11/13, 1:17:12 PM
1387,2504331,Java,96,11/28/13, 3:00:02 AM
1388,29462690,C++,96,12/15/13, 10:17:53 AM
1389,10574137,C++,96,2/13/14, 2:53:34 PM
1390,77492188,C++,96,2/17/14, 8:32:54 AM
1391,6866042,C++,96,2/24/14, 11:10:15 PM
1392,28217516,C++,96,2/24/14, 11:32:21 PM
1393,49518768,C++,96,2/27/14, 8:32:48 AM
1394,99575811,C++,96,3/14/14, 12:57:04 AM
1395,85258805,C++,96,3/16/14, 12:16:57 PM
1396,69059938,C++,96,3/30/14, 12:15:48 PM
1397,42195419,Java,96,3/31/14, 8:31:17 AM
1398,56405159,C++,96,5/25/14, 5:33:51 PM
1399,27581537,C++,96,5/28/14, 9:26:16 AM
1400,42662073,C++,96,6/1/14, 9:11:05 PM
1401,32308083,C++,96,6/5/14, 12:44:09 PM
1402,82474997,C++,96,6/17/14, 3:48:23 PM
1403,59258119,C++,96,6/25/14, 5:44:33 PM
1404,21438072,C++,96,6/28/14, 9:58:26 PM
1405,75592979,C++,96,7/20/14, 6:21:15 AM
1406,17630496,C++,96,7/20/14, 6:21:32 AM
1407,16265099,C++,96,7/21/14, 10:55:21 PM
1408,38760271,C++,96,8/18/14, 1:52:12 PM
1409,18138417,C++,96,9/23/14, 7:27:27 PM
1410,11858010,C++,96,9/23/14, 7:50:09 PM
1411,15625159,C++,96,11/5/14, 3:03:59 PM
1412,76643635,C++,96,11/8/14, 8:03:09 PM
1413,32877408,C++,96,11/26/14, 8:22:46 PM
1414,2477428,C++,96,11/29/14, 3:49:52 AM
1415,95655651,C++,96,11/29/14, 6:02:13 PM
1416,90258310,C++,96,11/30/14, 2:10:43 PM
1417,32266151,C++,96,12/5/14, 12:05:44 PM
1418,2153960,Java,96,12/5/14, 11:06:29 PM
1419,84746485,C++,96,12/15/14, 7:37:00 AM
1420,17583879,C++,96,12/27/14, 11:54:55 AM
1421,50098101,C++,96,1/6/15, 9:39:52 AM
1422,886144,C++,96,1/12/15, 3:02:01 PM
1423,706324,C++,96,1/12/15, 5:18:28 PM
1424,65191287,C++,96,2/9/15, 11:28:36 AM
1425,5956066,C++,96,2/24/15, 2:34:54 PM
1426,77359510,C++,96,3/12/15, 2:34:50 PM
1427,17016177,C++,96,4/21/15, 7:16:49 PM
1428,66607158,C++,96,5/3/15, 8:36:21 PM
1429,35967644,C++,96,5/19/15, 4:39:48 PM
1430,7492842,C++,96,5/23/15, 7:42:27 AM
1431,57394229,C++,96,6/2/15, 9:17:03 AM
1432,48553935,C++,96,6/9/15, 10:36:01 AM
1433,31145460,C++,96,6/9/15, 11:22:55 AM
1434,82567622,C++,96,6/9/15, 3:33:51 PM
1435,2472422,C++,96,6/12/15, 2:20:54 PM
1436,36656575,C++,96,6/12/15, 6:21:30 PM
1437,92519390,C++,96,6/14/15, 4:25:08 PM
1438,5475629,C++,96,6/14/15, 7:52:10 PM
1439,65387821,C++,96,6/14/15, 10:43:27 PM
1440,9343820,C++,96,6/30/15, 12:00:14 AM
1441,84783558,C++,96,7/3/15, 12:00:07 AM
1442,53807061,C++,96,7/7/15, 2:08:02 PM
1443,37130219,C++,96,7/9/15, 4:18:41 AM
1444,94004807,C++,96,7/21/15, 4:08:32 AM
1445,63381541,C++,96,8/25/15, 11:59:21 PM
1446,84547052,C++,96,8/26/15, 12:04:55 PM
1447,23616927,C++,96,9/3/15, 11:48:19 AM
1448,39518188,C++,96,9/4/15, 11:07:59 PM
1449,20047300,C++,96,9/8/15, 7:32:12 PM
1450,23345810,Python,96,9/22/15, 5:43:42 PM
1451,58679303,C++,96,10/18/15, 7:22:32 PM
1452,27126459,C++,96,10/22/15, 2:51:31 AM
1453,37954336,C++,96,2/19/16, 3:54:15 AM
1454,7299114,C++,96,5/18/16, 8:31:11 PM
1455,36071356,C++,96,5/24/16, 4:46:15 AM
1456,28260156,C++,96,6/9/16, 8:17:53 PM
1457,36421468,C++,96,8/17/16, 10:29:40 PM
1458,77616547,C++,100,10/7/12, 2:40:05 PM
1459,63942212,C++,100,10/10/12, 1:32:04 PM
1460,92619372,C++,100,10/10/12, 1:32:27 PM
1461,45154980,C++,100,3/21/13, 2:00:30 PM
1462,44279667,C++,100,3/21/13, 2:47:00 PM
1463,11132745,C++,100,3/28/13, 3:54:01 PM
1464,59181403,C++,100,4/28/13, 4:58:17 PM
1465,16815941,C++,100,4/30/13, 9:16:16 PM
1466,90751593,Java,100,6/12/13, 8:32:54 PM
1467,46963289,C++,100,6/13/13, 12:22:06 PM
1468,78218140,C++,100,6/16/13, 4:44:55 PM
1469,86246581,C++,100,6/30/13, 10:27:33 AM
1470,21204271,C++,100,8/15/13, 1:29:37 PM
1471,67612674,C++,100,9/7/13, 2:02:06 PM
1472,99602268,C++,100,10/10/13, 9:29:08 PM
1473,50347335,Java,100,12/8/13, 1:23:24 AM
1474,19127233,C++,100,1/12/14, 3:23:53 AM
1475,72114844,C++,100,2/16/14, 2:23:15 PM
1476,42423074,C++,100,2/22/14, 10:56:05 PM
1477,79315317,C++,100,2/24/14, 9:30:20 PM
1478,6680208,C++,100,3/31/14, 9:00:40 PM
1479,531838,C++,100,4/1/14, 11:28:00 AM
1480,9285456,C++,100,4/25/14, 11:26:22 AM
1481,48751943,C++,100,5/1/14, 12:22:58 AM
1482,16151486,C++,100,5/10/14, 9:23:51 PM
1483,7910723,C++,100,5/27/14, 10:20:34 PM
1484,40914740,C++,100,6/1/14, 8:47:17 PM
1485,26069245,C++,100,6/1/14, 11:58:12 PM
1486,196589,C++,100,6/15/14, 4:56:36 AM
1487,78298994,C++,100,6/17/14, 12:57:47 PM
1488,32469684,Java,100,7/16/14, 1:33:24 PM
1489,66296488,C++,100,7/20/14, 6:20:07 AM
1490,51382488,C++,100,7/24/14, 5:25:14 AM
1491,66367005,C++,100,8/22/14, 6:59:14 PM
1492,40404922,C++,100,9/15/14, 11:04:31 PM
1493,45282270,C++,100,9/22/14, 5:46:01 PM
1494,50454909,C++,100,9/23/14, 4:19:02 PM
1495,22448843,C++,100,10/5/14, 12:20:13 AM
1496,20457215,C++,100,10/5/14, 11:33:34 AM
1497,13195519,C++,100,10/6/14, 5:53:45 PM
1498,47650651,C++,100,10/27/14, 4:00:49 PM
1499,4241439,C++,100,11/5/14, 3:29:37 PM
1500,825666,C++,100,11/7/14, 1:02:15 PM
1501,89090852,C++,100,11/16/14, 2:22:10 AM
1502,80065655,C++,100,11/18/14, 1:20:26 AM
1503,48731042,C++,100,11/18/14, 3:43:40 PM
1504,2032038,C++,100,11/21/14, 11:39:43 PM
1505,1637475,C++,100,12/17/14, 9:31:04 AM
1506,76267504,C++,100,12/22/14, 4:58:08 AM
1507,6581860,C++,100,1/1/15, 12:48:01 PM
1508,33358525,C++,100,1/3/15, 8:44:46 PM
1509,65813790,Python,100,1/24/15, 6:51:53 PM
1510,82309152,Java,100,3/9/15, 1:34:42 PM
1511,83119180,C++,100,3/12/15, 1:56:25 PM
1512,32944840,C++,100,4/1/15, 3:45:58 PM
1513,66313346,C++,100,4/11/15, 4:30:36 PM
1514,78202509,Java,100,4/12/15, 8:21:09 PM
1515,59012102,Python,100,4/25/15, 2:04:11 PM
1516,93493365,C++,100,4/30/15, 12:05:10 AM
1517,54381280,C++,100,5/9/15, 12:53:34 AM
1518,19962223,C++,100,5/16/15, 1:22:55 PM
1519,16043837,Java,100,5/20/15, 9:02:29 AM
1520,18304657,C++,100,6/10/15, 9:35:36 PM
1521,28834951,C++,100,6/13/15, 12:27:58 PM
1522,74033572,C++,100,6/18/15, 10:16:21 AM
1523,662027,C++,100,6/25/15, 4:34:20 PM
1524,6952441,C++,100,8/9/15, 1:42:07 AM
1525,7974023,C++,100,8/20/15, 12:31:50 PM
1526,49259793,C++,100,8/31/15, 9:30:50 PM
1527,76019140,C++,100,8/31/15, 10:04:54 PM
1528,79901463,Python,100,9/20/15, 12:28:14 PM
1529,45350830,C++,100,10/7/15, 4:12:31 AM
1530,34204986,C++,100,10/20/15, 1:41:45 PM
1531,74482058,C++,100,1/5/16, 4:51:26 PM
1532,50154515,C++,100,2/4/16, 2:56:43 PM
1533,76781563,C++,100,2/20/16, 1:56:20 AM
1534,80650872,C++,100,3/20/16, 11:45:18 PM
1535,51831584,C++,100,3/28/16, 4:50:57 AM
1536,64009613,C++,100,3/31/16, 12:34:22 AM
1537,88154086,C++,100,4/9/16, 8:34:30 PM
1538,26458480,C++,100,5/14/16, 4:17:50 AM
1539,74486074,C++,100,5/19/16, 8:05:36 PM
1540,79991225,C++,100,5/22/16, 1:50:42 AM
1541,46618193,C++,100,6/10/16, 5:43:41 PM
1542,90661977,Python,100,6/25/16, 1:04:11 AM
